"facility_id","common_name","address","city","zip_code","block_lot","owned_leased","dept_id_for_jurisdiction","jurisdiction","gross_sq_ft","longitude","latitude","supervisor_district","city_tenants","land_id","geom","data_last_updated","data_as_of","data_loaded_at"
"315","Cabin #41","32560 Mather Rd","Groveland","95321","681600100","Own","49","Recreation And Parks",,"-119.85373773099997","37.880830367000044",,,"1,199","POINT (-119.853737731 37.880830367)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"76","Maintenance-Ways & Structural-Misc Facility","700 Pennsylvania Ave","San Francisco","94107","4167010","Own","42","Municipal Transportation Agency","88,470","-122.39354961099997","37.75692366800007","10",,"834","POINT (-122.393549611 37.756923668)","2017/03/09 11:20:24 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"769","Garfield Square Community Pool","3100 26th St","San Francisco","94110","6523001","Own","49","Recreation And Parks","18,840","-122.41244032899999","37.74994650600007","9",,"16","POINT (-122.412440329 37.749946506)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"616","Traffic Company Building","1995 Evans Ave","San Francisco","94124","5231006","Own","63","Gsa - Real Estate Division","103,966","-122.39588663899997","37.74697476100005","10",,"955","POINT (-122.395886639 37.746974761)","2022/08/09 04:00:00 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1557","SFSU Loading Dock Rm. 138","1600 Holloway Ave","San Francisco","94132","7299005","Lease","9","Non-City",,"-122.47925906299997","37.721532710000076","7","Emergency Management","1,194","POINT (-122.479259063 37.72153271)","2017/12/28 08:11:20 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1043","Main Head House","100 Conservatory Dr East","San Francisco","94117","1263011","Own","49","Recreation And Parks",,"-122.45951024599998","37.772896600000024","1",,"56","POINT (-122.459510246 37.7728966)","2019/02/08 11:32:20 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"22","18th - Collingwood Parking Lot","4116 18th St","San Francisco","94114","2647017","Own","42","Municipal Transportation Agency","8,467","-122.43554174499997","37.76109010300007","8",,"153","POINT (-122.435541745 37.761090103)","2017/06/05 09:22:45 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1903","Pier 31 - Bulkhead/Shed Building","1398 The Embarcadero","San Francisco","94133","9900070","Own","46","Port","95,375","-122.40445001199998","37.806574117000025","3",,"370","POINT (-122.404450012 37.806574117)","2025/10/21 05:28:55 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"648","Eureka Valley Branch Library/ Harvey Milk Memorial Branch Library","1 Jose Sarria Ct","San Francisco","94114","3564095","Own","48","Public Library","6,465","-122.43188171699995","37.76406037000004","8",,"202","POINT (-122.431881717 37.76406037)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"351","Cabin 13","32560 Mather Rd","Groveland","95321","681600100","Own","49","Recreation And Parks",,"-119.85373773099997","37.880830367000044",,,"1,199","POINT (-119.853737731 37.880830367)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1272","Pier 19 - Bulkhead/Shed Building","The Embarcadero","San Francisco","94111","9900070","Own","46","Port","94,005","-122.39885725099998","37.80296621200006","3",,"370","POINT (-122.398857251 37.802966212)","2025/10/21 05:28:55 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1141","Moscone Esplanade Ballroom","747 Howard St","San Francisco","94103","3734091","Own","80","Gsa - Convention Facilities Management","126,000","-122.39998610799995","37.78376808000007","6",,"451","POINT (-122.399986108 37.78376808)","2018/03/15 10:19:32 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1245","Parking Lot F","45 Morris St","San Francisco","94107","3760120","Lease","9","Non-City",,"-122.403238811","37.777088191000075","6","Sheriff","1,164","POINT (-122.403238811 37.777088191)","2017/12/26 10:18:09 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3024","WEST PORTAL SUBSTATION","145 Lenox Way","San Francisco","94127","2979013A","Own","42","Municipal Transportation Agency","3,375","-122.46550489999998","37.74158694000005","7",,"63","POINT (-122.4655049 37.74158694)","2025/10/21 05:09:20 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"957","Junipero Serra Annex CDC","155 Appleton Ave","San Francisco","94110","5710005","Own","16","School District (Sfusd)","5,800","-122.42259916999996","37.73845825800004","9",,"759","POINT (-122.42259917 37.738458258)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3354","CARGO BUILDING - 612","612 NORTH MCDONNELL RD","San Francisco","94128",,"Own","34","Airport (Sfo)",,"-122.39870576299995","37.62095140900004",,,"635","POINT (-122.398705763 37.620951409)","2026/02/27 12:47:06 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"2045","Lake Merced maintenance facility 1","991 Lake Merced Blvd","San Francisco","94132","7283004","Own","49","Recreation And Parks",,"-122.48643254299998","37.71700492900004","7",,"810","POINT (-122.486432543 37.717004929)","2019/02/06 09:45:21 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1647","Stern Grove - Dressing Rooms 1, 2 & 3","2899 19TH AVE","San Francisco","94132","2488001","Own","49","Recreation And Parks","1,200","-122.47926297899994","37.73614553200008","4",,"74","POINT (-122.479262979 37.736145532)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"146","Auto Shop","100 Martin Luther King Dr","San Francisco","94117","1263011","Own","49","Recreation And Parks","6,050","-122.46107817999996","37.76870197900007","7",,"56","POINT (-122.46107818 37.768701979)","2019/02/11 07:19:07 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3380","FBO TERMINAL - 1052","1052 NORTH ACCESS RD","San Francisco","94128",,"Own","34","Airport (Sfo)",,"-122.38472135399996","37.628176677000056",,,"635","POINT (-122.384721354 37.628176677)","2026/02/26 11:18:25 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3197","SE PRI EFF PUMP STATION 062","1800 Oakdale Ave","San Francisco","94124","5313002","Own","47","Public Utilities Commission",,"-122.39363158099997","37.737890942000035","10",,"792","POINT (-122.393631581 37.737890942)","2025/10/21 05:09:20 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"892","Hyde Street Pier - Storage Buildings (3)","2905 Hyde St","San Francisco","94109","0405004","Own","46","Port","2,000","-122.42088869399998","37.808569471000055","2",,"623","POINT (-122.420888694 37.808569471)","2018/01/18 10:07:26 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1931","Pier 47 - Scoma Storage Bldg","The Embarcadero","San Francisco","94133","9900070","Own","46","Port","1,247","-122.41852963899998","37.80853017800007","3",,"370","POINT (-122.418529639 37.808530178)","2025/10/21 05:28:55 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1182","Next Door Shelter","1001 Polk St","San Francisco","94109","0694004","Own","45","Police Department","37,125","-122.42004904499998","37.786116452000044","3",,"374","POINT (-122.420049045 37.786116452)","2018/05/11 07:06:11 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"320","Cabin #46","32560 Mather Rd","Groveland","95321","681600100","Own","49","Recreation And Parks",,"-119.85373773099997","37.880830367000044",,,"1,199","POINT (-119.853737731 37.880830367)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"879","HSA Medi-Cal Headquarters","1440 Harrison St","San Francisco","94103","3520051","Own","52","Human Services Agency","56,788","-122.41220367499994","37.77133370800004","6","Human Services Agency","485","POINT (-122.412203675 37.771333708)","2017/05/30 06:53:27 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3109","ZSFGH - Building 30","1001 Potrero Ave","San Francisco","94110","4154001","Own","72","Public Health",,"-122.40573244599994","37.75509389200005","10",,"614","POINT (-122.405732446 37.755093892)","2017/08/15 09:06:17 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1974","Pier 70 - Pier 68 - Office Bldg (#127)","590 20TH ST","San Francisco","94107","9900070","Own","46","Port","2,304","-122.38595231199997","37.76203009900007","10",,"370","POINT (-122.385952312 37.762030099)","2025/10/21 05:28:55 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1142","Moscone Fieldhouse and Bleachers","1800 Chestnut St","San Francisco","94123","0469001","Own","49","Recreation And Parks",,"-122.43392199999994","37.80274379000008","2",,"441","POINT (-122.433922 37.80274379)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3187","SE D. SLUDGE THK. TANK - 750","1700 Jerrold Ave","San Francisco","94124","5313002","Own","47","Public Utilities Commission",,"-122.38980956499995","37.742733705000035","10",,"792","POINT (-122.389809565 37.742733705)","2025/10/21 05:09:20 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1057","Marina Middle","3500 Fillmore St","San Francisco","94123","0468A001","Own","16","School District (Sfusd)","152,900","-122.43604686599997","37.80167993500004","2",,"399","POINT (-122.436046866 37.801679935)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1414","James Rolph Jr Clubhouse","1451 HAMPSHIRE ST","San Francisco","94110","4276014","Own","49","Recreation And Parks","2,730","-122.40664924199996","37.74997568200007","9",,"43","POINT (-122.406649242 37.749975682)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3312","Animal Care and Control Facility","1419 Bryant St","San Francisco","94103","3904002","Own","63","Gsa - Real Estate Division","94,963","-122.41053360099994","37.76855730900007","9",,"822","POINT (-122.410533601 37.768557309)","2022/09/01 05:38:27 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1586","Sheriff Training Facility","120 14th St","San Francisco","94103","3530002","Lease","9","Non-City",,"-122.41627826899997","37.76903262800005","9","Sheriff","1,146","POINT (-122.416278269 37.769032628)","2017/12/28 11:42:04 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3486","McCoppin Square Storage Unit","24th Ave & Taraval St","San Francisco","94116","2351001","Own","49","Recreation And Parks",,"-122.47930539099997","37.744100407000076","4",,"749","POINT (-122.479305391 37.744100407)","2026/02/26 11:57:32 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"456","Chain of Lakes Bathroom","Chain of Lakes Dr & John F Kennedy Dr","San Francisco","94117","1263011","Own","49","Recreation And Parks",,"-122.50196414999999","37.76790293500005","1",,"56","POINT (-122.50196415 37.767902935)","2019/02/08 11:45:17 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3135","ZOO - GREAT APES BLDG*","1 Zoo Rd","San Francisco","94132","7281002","Own","49","Recreation And Parks",,"-122.50224953699995","37.732927662000066","7",,"489","POINT (-122.502249537 37.732927662)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1767","The Village - 1099 Sunnydale","1099 Sunnydale Ave","San Francisco","94134","6363001","Own","103","Mayor",,"-122.41222972899999","37.710589292000066","10",,"793","POINT (-122.412229729 37.710589292)","2025/10/21 05:35:08 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"425","SFPD Radio Equipment","McLaren Park","San Francisco","94134","6190066","Own","49","Recreation And Parks",,"-122.41929857899999","37.718205442000055","10",,"779","POINT (-122.419298579 37.718205442)","2018/11/09 07:24:39 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"33","24th - Capp Parking Lot","1 Lilac St","San Francisco","94110","6517038","Own","42","Municipal Transportation Agency","6,600","-122.41765077099996","37.75209931300003","9",,"864","POINT (-122.417650771 37.752099313)","2017/06/05 09:23:59 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1719","SWL 303 - Franceschis Restaurant","498 Jefferson St","San Francisco","94133","9900070","Own","46","Port","3,712","-122.42011628399996","37.80805316100003","3",,"370","POINT (-122.420116284 37.808053161)","2025/10/21 05:28:55 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"874","Hall of Justice (HOJ)","850 Bryant St","San Francisco","94103","3759042","Own","63","Gsa - Real Estate Division","615,241","-122.40432830099996","37.77498889900005","6","District Attorney: Superior Court: Police Department: Sheriff: Adult Probation: Gsa - Medical Examiner","167","POINT (-122.404328301 37.774988899)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1986","Pier 70 - Pier 68 - Substation #6, Bldg. #64","590 20TH ST","San Francisco","94107","9900070","Own","46","Port","2,000","-122.38595231199997","37.76203009900007","10",,"370","POINT (-122.385952312 37.762030099)","2025/10/21 05:28:55 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"854","Hayes Valley Clubhouse","689 Hayes St","San Francisco","94102","0819026","Own","49","Recreation And Parks","2,187","-122.427570334","37.77609101100006","5",,"107","POINT (-122.427570334 37.776091011)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1405","Richmond PG Clubhouse","149 18th Ave","San Francisco","94121","1378007","Own","49","Recreation And Parks","1,200","-122.47786859999997","37.78531344400005","1",,"90","POINT (-122.4778686 37.785313444)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1198","Oakdale Office/Warehouse","04th Ave Between C & D Sts","Oakdale","95361",,"Own","47","Public Utilities Commission","7,800","-120.84753843099998","37.77030306700004",,,"1,202","POINT (-120.847538431 37.770303067)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"312","Cabin #38","32560 Mather Rd","Groveland","95321","681600100","Own","49","Recreation And Parks",,"-119.85373773099997","37.880830367000044",,,"1,199","POINT (-119.853737731 37.880830367)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1652","Stern maintenance facility","2899 19th Ave","San Francisco","94116","2488001","Own","49","Recreation And Parks",,"-122.47698999399995","37.735091229000034","4",,"74","POINT (-122.476989994 37.735091229)","2019/02/22 07:48:54 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3087","Pier 48 1/2 - Jellys restaurant","Pier 48 1/2","San Francisco","94158","9900070","Own","46","Port",,"-122.38719899999995","37.774729000000036","6",,"370","POINT (-122.387199 37.774729)","2025/10/21 05:28:55 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3480","Police Stables","1475 John F Kennedy Dr","San Francisco","94117","1263011","Own","49","Recreation And Parks",,"-122.49534691299999","37.76875664000005","4",,"56","POINT (-122.495346913 37.76875664)","2019/02/21 11:17:53 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3397","GSE - 950","950 NORTH FIELD ROAD","San Francisco","94128",,"Own","34","Airport (Sfo)",,"-122.39003353899994","37.63672411300007",,,"635","POINT (-122.390033539 37.636724113)","2025/10/21 05:09:20 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"112","Alice Chalmers Clubhouse","670 Brunswick St","San Francisco","94112","6474001","Own","49","Recreation And Parks","2,505","-122.447003258","37.709531742000024","11",,"622","POINT (-122.447003258 37.709531742)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1292","Pier 94 - Wharfside Building","600 Amador St","San Francisco","94124","4502A002","Own","46","Port","800","-122.37779736899995","37.74383117200006","10",,"783","POINT (-122.377797369 37.743831172)","2018/01/18 10:07:26 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3130","ZOO - CAROUSEL","1 Zoo Rd","San Francisco","94132","7281002","Own","49","Recreation And Parks",,"-122.50379054599995","37.73359632100005","7",,"489","POINT (-122.503790546 37.733596321)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1071","Mather Bunkhouse","32560 Mather Rd","Groveland","95321","681600100","Own","49","Recreation And Parks",,"-119.85510896099998","37.88192392000008",,,"1,199","POINT (-119.855108961 37.88192392)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"116","Alta Plaza Bathrooms","2599 Jackson St","San Francisco","94115","0607001","Own","49","Recreation And Parks","432","-122.43816191599996","37.791239380000036","2",,"121","POINT (-122.438161916 37.79123938)","2017/03/31 09:32:40 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"641","Epic Roasthouse","369 The Embarcadero","San Francisco","94105","3743002","Own","46","Port","9,000","-122.38937045099999","37.79082894600003","6",,"143","POINT (-122.389370451 37.790828946)","2018/01/18 10:07:27 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"698","Fire Station #16","2251 Greenwich St","San Francisco","94123","0515031","Own","38","Fire Department","14,000","-122.43672029099997","37.798581854000076","2",,"331","POINT (-122.436720291 37.798581854)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1880","Yerba Buena Gardens - Bowling Center","770 Folsom St","San Francisco","94103","3734091","Own","63","Gsa - Real Estate Division",,"-122.40095821199998","37.782820128000026","6",,"451","POINT (-122.400958212 37.782820128)","2021/03/19 03:26:43 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1676","Sunnyside Clubhouse","233 Melrose Ave","San Francisco","94127","3064051","Own","49","Recreation And Parks","3,212","-122.44721460399995","37.73366775300008","7",,"627","POINT (-122.447214604 37.733667753)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3190","SE LIME 830, 831 & 832 BLDGS","1700 Jerrold Ave","San Francisco","94124","5313002","Own","47","Public Utilities Commission",,"-122.39247626699995","37.74321787000008","10",,"792","POINT (-122.392476267 37.74321787)","2025/10/21 05:09:20 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3357","W FIELD RD AIRTRAIN (INBOUND) - 677A","677 NORTH MCDONNELL ROAD","San Francisco","94128",,"Own","34","Airport (Sfo)",,"-122.39953742899996","37.62159865500007",,,"635","POINT (-122.399537429 37.621598655)","2025/10/21 05:09:20 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"340","Cabin #84","32560 Mather Rd","Groveland","95321","681600100","Own","49","Recreation And Parks",,"-119.85373773099997","37.880830367000044",,,"1,199","POINT (-119.853737731 37.880830367)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"305","Cabin #30","32560 Mather Rd","Groveland","95321","681600100","Own","49","Recreation And Parks",,"-119.85373773099997","37.880830367000044",,,"1,199","POINT (-119.853737731 37.880830367)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3336","752 Vallejo St","752 Vallejo St","San Francisco","94133",,"Lease","9","Non-City",,"-122.40953956199996","37.79867533300006","3","Fire Department",,"POINT (-122.409539562 37.798675333)","2017/12/18 08:49:55 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1640","Bureau of Equipment","1415 Evans Ave","San Francisco","94124","5236017","Own","38","Fire Department",,"-122.38557613399996","37.740878174000045","10",,"494","POINT (-122.385576134 37.740878174)","2022/08/09 04:00:00 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"652","Excelsior Clubhouse","579  Madrid St","San Francisco","94112","6088008","Own","49","Recreation And Parks","2,255","-122.43360155999994","37.72024711300003","11",,"20","POINT (-122.43360156 37.720247113)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"194","39 Jones St","39 Jones St","San Francisco","94102","0349002","Lease","9","Non-City",,"-122.41242319899999","37.78163257600005","5","Human Services Agency","1,123","POINT (-122.412423199 37.781632576)","2017/12/28 09:25:49 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1684","Sunset Mental Health Services","1990 41st Ave","San Francisco","94116","2094004","Own","72","Public Health","5,500","-122.49949038999995","37.74989599300005","4",,"629","POINT (-122.49949039 37.749895993)","2019/02/15 06:12:12 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"52","San Francisco City Clinic","356 07th St","San Francisco","94103","3755010","Own","72","Public Health","8,000","-122.40703355","37.775927093000064","6",,"361","POINT (-122.40703355 37.775927093)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1885","Yerba Buena Gardens - Ice Rink","750 Folsom St","San Francisco","94103","3734091","Own","63","Gsa - Real Estate Division",,"-122.40047197499996","37.78308184800005","6",,"451","POINT (-122.400471975 37.783081848)","2021/03/19 03:26:43 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1228","Park Branch Library","1833 Page St","San Francisco","94117","1229031","Own","48","Public Library","8,825","-122.45100115999998","37.770135518000075","5",,"205","POINT (-122.45100116 37.770135518)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"841","Hand/Raquetball Maint. Facility","Nancy Pelosi Dr & Martin Luther King Jr Dr","San Francisco","94117","1263011","Own","49","Recreation And Parks",,"-122.46467587599994","37.76867678100007","7",,"56","POINT (-122.464675876 37.768676781)","2019/02/06 09:03:11 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1568","SFUSD -- Buildings and Grounds","834 Toland St","San Francisco","94124","5588A001","Own","16","School District (Sfusd)",,"-122.40117705299997","37.74212790800004","10",,"898","POINT (-122.401177053 37.742127908)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"594","Downtown High","693 Vermont St","San Francisco","94107","4029009","Own","16","School District (Sfusd)","58,760","-122.40387545399994","37.76136330500003","10",,"498","POINT (-122.403875454 37.761363305)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3366","ASIG - 1070A","1070A NORTH ACCESS RD","San Francisco","94128",,"Own","34","Airport (Sfo)",,"-122.37548930399998","37.62392661400003",,,"635","POINT (-122.375489304 37.623926614)","2026/02/26 11:19:20 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"730","Fire Station #6","135 Sanchez St","San Francisco","94114","3542025","Own","38","Fire Department","13,500","-122.43087415499997","37.76707870700005","8",,"313","POINT (-122.430874155 37.767078707)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"366","CABLE CAR BARN","1201 Mason St","San Francisco","94108","0190005","Own","42","Municipal Transportation Agency","83,741","-122.41192017299994","37.79488460500005","3",,"829","POINT (-122.411920173 37.794884605)","2025/10/21 05:09:20 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"295","Cabin #21","32560 Mather Rd","Groveland","95321","681600100","Own","49","Recreation And Parks",,"-119.85373773099997","37.880830367000044",,,"1,199","POINT (-119.853737731 37.880830367)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"860","Herbert Hoover Middle","2290 14th Ave","San Francisco","94116","2336028","Own","16","School District (Sfusd)","132,400","-122.46882601799996","37.74574385100004","7",,"463","POINT (-122.468826018 37.745743851)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"462","Child Advocacy Center","3450 03rd St","San Francisco","94124","5211028","Lease","9","Non-City",,"-122.38745829499999","37.745956001000025","10","Human Services Agency","1,180","POINT (-122.387458295 37.745956001)","2017/12/21 09:05:49 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1763","The Empress Hotel","144 Eddy St","San Francisco","94102","0331008","Lease","9","Non-City",,"-122.41003313499999","37.784537166000064","5","Mayor","1,118","POINT (-122.410033135 37.784537166)","2017/12/27 06:56:44 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1022","Log Cabin Ranch","500 Log Cabin Ranch Road","La Honda","94020","083300010","Own","21","Juvenile Probation",,"-122.25645900699999","37.30479052600003",,,"921","POINT (-122.256459007 37.304790526)","2025/07/09 08:55:39 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"592","Downtown Substation","79 Stevenson St","San Francisco","94105","3708031","Own","42","Municipal Transportation Agency","4,644","-122.40009670299997","37.78925921600006","6",,"824","POINT (-122.400096703 37.789259216)","2018/04/04 08:18:51 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"755","Francisco Middle","2190 Powell St","San Francisco","94133","0040002","Own","16","School District (Sfusd)","104,897","-122.41102161799995","37.804360262000046","3",,"386","POINT (-122.411021618 37.804360262)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"184","Bessie Carmichael Elementary","375 07th St","San Francisco","94103","3754064","Own","16","School District (Sfusd)","56,358","-122.40668800299994","37.77610457600008","6",,"885","POINT (-122.406688003 37.776104576)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1247","Parkside Square Bathrooms","2680 28th Ave","San Francisco","94116","2469001","Own","49","Recreation And Parks","312","-122.48375776399996","37.738344865000045","4",,"76","POINT (-122.483757764 37.738344865)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3115","ZSFGH - Main Hospital - Building 5","1001 Potrero Ave","San Francisco","94110","4154001","Own","72","Public Health",,"-122.40463337599999","37.75546907100005","10",,"614","POINT (-122.404633376 37.755469071)","2017/08/15 09:19:50 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3370","SHEET METAL SHOP  - 692","692 NORTH MCDONNELL ROAD","San Francisco","94128",,"Own","34","Airport (Sfo)",,"-122.39976199799997","37.62430012200008",,,"635","POINT (-122.399761998 37.624300122)","2025/10/21 05:09:20 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"908","J.M. Woods Div-Wash/Warehouse","1095 Indiana St","San Francisco","94107","4169002","Own","42","Municipal Transportation Agency","113,885","-122.39018477899998","37.75673307500006","10",,"820","POINT (-122.390184779 37.756733075)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1999","Pier 70 - SWL 349 - Brass Foundry, Bldg. #115","420 22nd St","San Francisco","94107","4111003","Own","46","Port","17,400","-122.38300091999997","37.76039202100003","10",,"733","POINT (-122.38300092 37.760392021)","2018/01/18 10:07:25 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1995","Pier 70 - SWL 349 - Beth Street Warehouse, Bldg. #32","420 22nd St","San Francisco","94107","4111003","Own","46","Port","9,306","-122.38300091999997","37.76039202100003","10",,"733","POINT (-122.38300092 37.760392021)","2018/01/18 10:07:25 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3337","295 San Bruno Ave Building/Parking Lot","295 San Bruno Ave","San Francisco","94103",,"Lease","9","Non-City",,"-122.40539728299996","37.766134789000034","6","Public Health",,"POINT (-122.405397283 37.766134789)","2017/12/18 10:57:25 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"191","Boeddeker Park Clubhouse","295 Eddy St","San Francisco","94102","0332006","Own","49","Recreation And Parks","3,740","-122.41182835399997","37.78432481800007","5",,"124","POINT (-122.411828354 37.784324818)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
